,ConfirmedCases,Fatalities,R,HospitalizedCases,CriticalCases,Date,CountryName,ExposedCases,RecoveredCases,InfectiousCases,t_hosp,t_crit,m,c,f
2020-03-28,266.7502547569715,0.35579615353522875,1.4638419232119568,64.75055351183236,28.27908260370913,2020-03-28,Latvia,190.1543821737284,93.63888418876789,79.72593829912688,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-29,301.2233868650587,0.43675278178718313,1.2948443794884463,73.50506931940231,33.65458204626468,2020-03-29,Latvia,195.0701679943648,107.88842523168994,85.73855748591461,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-30,336.61168486580334,0.5322511501674764,1.1419602476722233,82.1746417558896,39.71763353819595,2020-03-30,Latvia,196.11881845772834,122.75679166475523,91.43036675679507,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-31,371.8883387099567,0.6444348426635949,1.0050706891524348,91.19244520505262,46.32626330105752,2020-03-31,Latvia,194.73607970173322,138.5381238255082,95.18707153567475,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-04-01,406.34689473202866,0.7750203969326692,0.8835029951482479,100.62547513190908,53.3968055748724,2020-04-01,Latvia,191.55414515103638,155.21742737153187,96.33216625678267,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-04-02,439.94798363915606,0.924925280129238,0.7762263551218622,109.67351109375781,61.00325609241746,2020-04-02,Latvia,185.720586839729,172.06742654624668,96.27886462660489,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-04-03,472.3634491917346,1.0953521201162049,0.6820119329395117,117.99071694724725,69.11602215475071,2020-04-03,Latvia,177.5339496320152,188.7128794698218,95.44847849979863,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-04-04,503.2673358198994,1.2874108320447246,0.5995535259180126,125.43735034490598,77.65989936811289,2020-04-04,Latvia,167.47096801206015,204.93936895420086,93.94330632063506,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-04-05,532.3359842970606,1.5021185018769594,0.5275519650881655,132.07965713341724,86.514094094396,2020-04-05,Latvia,156.18627836281598,220.6932190093761,91.54689555799428,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-04-06,559.2564979044419,1.7403756190492405,0.46476958811748864,138.16394787392636,95.51847934893404,2020-04-06,Latvia,144.4891539729096,236.06175005101431,87.77194501151801,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-04-07,584.0211718186282,2.0022773511552403,0.4100618479152719,143.33681129269743,104.65833718745534,2020-04-07,Latvia,132.54710607916144,250.67592916909015,83.34781681823002,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-04-08,606.6705480732946,2.288017143478611,0.3623925193962497,147.5667118298107,113.84083696263819,2020-04-08,Latvia,120.54932772730776,264.411246591642,78.5637355457252,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
